agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
EDUCATION DEPARTMENT,AID TO LOCALITIES,57001,500000.0,appropriation,"16 Through Music, Inc (57001) ..................... 500,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57003,75000.0,appropriation,"18 Arts Center (57003) ............................. 75,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57003,75000.0,appropriation,"18 Arts Center (57003) ............................. 75,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57003,75000.0,appropriation,"18 Arts Center (57003) ............................. 75,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23330,500000.0,appropriation,"20 Educational Innovation (23330) ................. 500,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23330,500000.0,appropriation,"20 Educational Innovation (23330) ................. 500,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23330,500000.0,appropriation,"20 Educational Innovation (23330) ................. 500,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57004,150000.0,appropriation,"22 Railroad Education Center (57004) .............. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57004,150000.0,appropriation,"22 Railroad Education Center (57004) .............. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57004,150000.0,appropriation,"22 Railroad Education Center (57004) .............. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57007,150000.0,appropriation,"24 BKLYN, Inc (57007) ............................. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57007,150000.0,appropriation,"24 BKLYN, Inc (57007) ............................. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57007,150000.0,appropriation,"24 BKLYN, Inc (57007) ............................. 150,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57023,250000.0,appropriation,"27 Disaster Medicine (57023) ...................... 250,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57023,250000.0,appropriation,"27 Disaster Medicine (57023) ...................... 250,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57023,250000.0,appropriation,"27 Disaster Medicine (57023) ...................... 250,000",304,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23483,6000000.0,appropriation,"4 the senate upon a roll call vote (23483) ..... 6,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23483,6000000.0,appropriation,"4 the senate upon a roll call vote (23483) ..... 6,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23483,6000000.0,appropriation,"4 the senate upon a roll call vote (23483) ..... 6,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23482,8000000.0,appropriation,"32 (23482) ...................................... 8,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23482,8000000.0,appropriation,"32 (23482) ...................................... 8,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,23482,8000000.0,appropriation,"32 (23482) ...................................... 8,000,000",305,Enacted appropriation should appear as reappropriation in executive budget,2026
EDUCATION DEPARTMENT,AID TO LOCALITIES,57024,100000.0,appropriation,"8 and Human Rights Education Center (57024) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57024,100000.0,appropriation,"8 and Human Rights Education Center (57024) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57024,100000.0,appropriation,"8 and Human Rights Education Center (57024) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57025,100000.0,appropriation,"10 sional Performing Arts School NYC (57025) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57025,100000.0,appropriation,"10 sional Performing Arts School NYC (57025) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57025,100000.0,appropriation,"10 sional Performing Arts School NYC (57025) ...... 100,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57026,50000.0,appropriation,"13 Island (57026) .................................. 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57026,50000.0,appropriation,"13 Island (57026) .................................. 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57026,50000.0,appropriation,"13 Island (57026) .................................. 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57028,120000.0,appropriation,"15 Bethany Community Corporation (57028) .......... 120,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57028,120000.0,appropriation,"15 Bethany Community Corporation (57028) .......... 120,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57028,120000.0,appropriation,"15 Bethany Community Corporation (57028) .......... 120,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57031,50000.0,appropriation,"17 Jewish Center Foundation (57031) ................ 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57031,50000.0,appropriation,"17 Jewish Center Foundation (57031) ................ 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,57031,50000.0,appropriation,"17 Jewish Center Foundation (57031) ................ 50,000",306,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23418,256841000.0,appropriation,"2 this appropriation (23418) ................. 256,841,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23418,256841000.0,appropriation,"2 this appropriation (23418) ................. 256,841,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23418,256841000.0,appropriation,"2 this appropriation (23418) ................. 256,841,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23417,65331000.0,appropriation,"26 ation (23417) ............................... 65,331,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23417,65331000.0,appropriation,"26 ation (23417) ............................... 65,331,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23417,65331000.0,appropriation,"26 ation (23417) ............................... 65,331,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23416,253326000.0,appropriation,"51 this appropriation (23416) ................. 253,326,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23416,253326000.0,appropriation,"51 this appropriation (23416) ................. 253,326,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23416,253326000.0,appropriation,"51 this appropriation (23416) ................. 253,326,000",308,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23415,50000000.0,appropriation,"23 intent of this appropriation (23415) ........ 50,000,000",309,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23415,50000000.0,appropriation,"23 intent of this appropriation (23415) ........ 50,000,000",309,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23415,50000000.0,appropriation,"23 intent of this appropriation (23415) ........ 50,000,000",309,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23477,68578000.0,appropriation,"19 appropriation (23477) ....................... 68,578,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23477,68578000.0,appropriation,"19 appropriation (23477) ....................... 68,578,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23477,68578000.0,appropriation,"19 appropriation (23477) ....................... 68,578,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23407,34425000.0,appropriation,"27 intent of this appropriation (23407) ........ 34,425,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23407,34425000.0,appropriation,"27 intent of this appropriation (23407) ........ 34,425,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
EDUCATION DEPARTMENT,AID TO LOCALITIES,23407,34425000.0,appropriation,"27 intent of this appropriation (23407) ........ 34,425,000",310,Enacted appropriation should appear as reappropriation in executive budget,2025
